,submission_fnames
baseline,UT&C_AU-Preston_b_v5_1_UrbanTethysChloris_AU-Preston_baseline_v5.nc
detailed,UT&C_AU-Preston_d_v5_1_UrbanTethysChloris_AU-Preston_detail_v5.nc
