,submission_fnames
baseline,TEB-4.1.0_AU-Preston_b2_1_TEB-4.1.0_AU-Preston_b2.nc
detailed,TEB-4.1.0_AU-Preston_d2_1_TEB-4.1.0_AU-Preston_d2.nc
