,submission_fnames
baseline,TERRA_4.11_AU-Preston_b4_1_TERRA_4.11_AU-Preston_30_b4.nc
detailed,TERRA_4.11_AU-Preston_d4_1_TERRA_4.11_AU-Preston_30_d4.nc
