,submission_fnames
baseline,NOAH-SLUCM_AU_PR_b1_v2_NOAH-SLUCM_AU-Preston_baseline_updated_v2.nc
detailed,NOAH-SLUCM_AU_PR_d1_v2_NOAH-SLUCM_AU-Preston_detailed_updated_v2.nc
